ime,id,gorovje,visina,vrsta,priljubljenost,mesto_priljubljenosti,stevilo_poti,opis 
Košutnikov turn,331,Karavanke,2133,vrh,97,75,8,Košutnikov Turn je najvišji vrh v najdaljšem slovenskem grebenu Košuti. Z vrha je lep pogled proti celotnemu grebenu. Prav tako pa se lepo vidi Avstrija in Kamniške in Savinjske Alpe. Na vrhu stoji križ na katerem je vpisna knjiga.
Kozjak nad Slovenskim Javornikom,1676,Karavanke,766,vrh,33,1702,3,"Kozjak je 766 m visok, lažje dostopen, grebenast predvrh Jelenkamna, s katerim sodi v južno Karavanško predgorje, natančneje pa se nahaja nad Slovenskim Javornikom pri Jesenicah. Zanimiv je zlasti kot cilj rekreativcev in sprehajalcev iz bližnje okolice, pa tudi kot vmesna točka pohodnikov. <br>Z njegovega vrha se ponuja razgled na Slovenski Javornik, Lipce, Blejsko Dobravo, Ljubljansko kotlino, ter vrhove in planote, kot so: Mežakla, Jelovica z Ratitovcem, Kavče, Vrše, Boršt in še nekaj drugih."
Krajnikov grad,2291,Karavanke,549,vrh,32,1714,1,"Krajnikov grad, znan tudi kot ""Novi grad"" ali ""Gornji grad"", se nahaja na vrhu hribčka južno od Vitanja. Razvaline srednjeveškega gradu so precej razpršene, z vrha pa zaradi dreves ni dobrega razgleda. Lep razgled na Vitanje se nam odpre na poti na vrh."
Kresišče,367,Karavanke,1839,vrh,79,541,4,"Kresišče je 1839 m visok vrh, ki se nahaja v glavnem grebenu Karavank, točneje med Kepo in Trupejevim poldnevom. Z vrha, na katerem stoji lesen križ, se nam odpre lep razgled proti Avstriji, zahodnim Karavankam in Julijskim Alpam, od slednjih najbolj izstopa Martuljkova skupina."
Krvavka,1008,Karavanke,1784,vrh,62,971,1,"Krvavka je neporaščen vrh, ki se nahaja vzhodno od boj znane Golice. Z vrha je lep pogled proti grebenu Karavank, Julijskim Alpam in Avstriji."
Kušpergarjev turn (Kušpergarjevi turni),2802,Karavanke,750,vrh,8,2321,1,"Kušpergarjev turn je en od večih Kušpergarjevih turnov, ki se dvigajo nad Dovžanovo sotesko. Na vrh vodi več plezalnih smeri iz plezališča Dovžanova soteska, na vrh pa lahko prispemo tudi po večinoma neoznačeni stezici mimo partizanske tehnike Kokrškega odreda."
Leški cerkvi,2768,Karavanke,674,cerkev,10,2283,2,"Leški cerkvi se nahajata na razgledni vzpetini na desnem bregu reke Meže, točneje nad vasjo Leše. Nekoliko nižje ležeča je cerkev sv. Ane, ki je bila zgrajena v prvi polovici 15. stoletja, le nekoliko višje pa se nahaja še cerkev sv. Volbenka, slednja pa je nekoliko posebna, saj nima zvonika. Na objektu v neposredni bližini obeh cerkva, pa se nahaja vpisna skrinjica z vpisno knjigo in žigom Koroške planinske poti."
Lindeški slap,1922,Karavanke,555,slap,38,1557,1,"Lindeški slap je 9 metrov visok slap, ki se nahaja v soteski Belskega potoka, le ta pa med Kislico in Lindeškim hribom."
Lokovnikov Grintovec / Grintoutz,1585,Karavanke,1809,vrh,67,836,5,"Lokovnikov Grintovec je z ruševjem porasel vrh severno od Košutice, od katere jo loči Dovjakovo sedlo (1728 m). Njegovo jugozahodno in zahodno pobočje obdaja prostrana Dovjakova planina, medtem ko proti Hajnževemu grabnu pada s strmimi travami in melišči. Na vzhodu ga manjše Majerjevo sedelce (1625 m) povezuje z gozdnatim Praprotnikom / Zeller Praprotnik, 1727 m, kjer se razprostirata Majerjeva in Lokovnikova planina (1543 m). Njegova severna pobočja se strmo spuščajo proti Petrovcu / Petrouz, 1506 m. Vrh je precej redko obiskan, o čemer pričajo  z gostim ruševjem skoraj zarasla stezica in ponekod že skoraj zbledele markacije. Redek obisk je navsezadnje nerazumljiv, kajti velja za izredno razgleden vrh. Prav razgled pa je nemara še lepši kot s sosednje in nekoliko višje Košutice."
Lovska koča na Brvogih,1519,Karavanke,1425,,49,1298,1,"Lovska koča na Brvogih se nahaja med Erjavčevim rovtom in Plevelniki. Od koče, ki se nahaja ob robu planine Brvog, pa zaradi bližnjega gozda ni lepšega razgleda."
Lovska koča nad Doslovško planino,2564,Karavanke,1325,,11,2237,2,"Lovska koča, ki je v lasti LD Stol, se nahaja nad Doslovško planino, na razgledni jasi na pobočjih Stola. Od lovske koče je lep pogled na del Julijskih Alp, skozi krošnje dreves pa se vidi tudi Triglav."
Lovska koča Stanič,525,Karavanke,1280,planina,59,1035,1,Koča se nahaja na razgledni jasi pod pobočji Pečovnika. Lep je razgled na Virnikov Grintovec in severne stene osrednjih Grintovcev.
Lovska koča Štepih,1631,Karavanke,825,,56,1119,1,"Lovska koča Štepih se nahaja sredi gozdov Konjiške gore, točneje pod 1012 m visokim Stolpnikom. Kočo, ki je v lasti lovske družine Slovenske Konjice je možno najeti za razne piknike in podobno."
Mala Boncla (Bavha),1264,Karavanke,1131,vrh,45,1390,1,"Mala Boncla je 1131 m visok skalnat - zavarovan vrh nad Javorniškim Rovtom v Karavankah, ki obiskovalcu ponudi lep razgled v smeri proti Javorniku in Javorniškem Rovtu, ter v ozadju proti Gorjam. Jugo-zahodno nam od tu pogled seže do Bohinjskih gora, ter zahodno na Julijce - od Viševnika prek Triglava in Škrlatice, do Kukove špice. Severo-zahodno se nam kot na dlani ponujata Golica in Krvavka, na samem severu pa Belska planina, Struška, Srednica in Kamnitnik.<br>Mala Boncla, ki je soseda manj zanimive 1241 m visoke Velike Boncle, se v nekaterih starejših zemljevidih pojavlja pod imenom Bavha, kar naj bi v ljudskem žargonu pomenilo bela krava."
Mala Golica,1511,Karavanke,1646,vrh,52,1202,2,"Mala Golica je manj izrazit vrh, ki se nahaja vzhodno od Krvavke. S travnatega vrha, se nam odpre lep razgled na Dravsko dolino, Struško, del Julijskih Alp in bližnjo Krvavko."
Mala Košuta,301,Karavanke,1740,vrh,73,677,2,"Mala Košuta (po nemško Kleine Koschuta)je 1740 m visok vrh, ki se nahaja na skrajnem vzhodu Košute. Z vrha, ki se strmo spušča proti Avstriji se nam odpre lep pogled na vzhodni del Košute, bližnji Plešivec in del Kamniško Savinjskih Alp.<br>Zadnje čase nekateri uporabljajo ime Meli Košuta, kar pa je napačno, saj je Meli le krušljivo pobočje na avstrijski strani grebena med Malo Košuto in Tolsto Košuto, preko katerega vodi markirana pot, za katero skrbi slovensko planinsko društvo Celovec."
Mala Peca,672,Karavanke,1731,vrh,69,786,3,"Mala Peca je vrh nad domom na Peci na njenih vzhodnih pobočjih. Z vrha, kjer stoji razgledna plošča je lep razgled na vzhodna pobočja Pece in okoliške vrhove. Razgled z vrha pa zaradi pasu gozda ob vrhu ni popoln."
Mali Javornik,443,Karavanke,1685,vrh,64,922,1,"Mali Javornik se nahaja med Stegovnikom in Velikim Javornikom (Ženiklovcem). Vrh je travnat in ima lep razgled na okoliške vrhove. Najlepše se vidijo Storžič, greben Košute, Stegovnik in osrednje Kamniško Savinjske Alpe, kjer izstopa Kočna."
Mali vrh,1123,Karavanke,2017,vrh,68,811,1,"Mali vrh je manj izrazit vrh na pobočju Belščice. S travnatega vrha pa se nam odpre lep pogled po grebenu Karavank, Dravski dolini in najvišjim vrhovom Julijskih Alp."
Malnež,1407,Karavanke,846,vrh,37,1601,1,"Malnež je 846 m visok razgledni vrh južnega Karavanškega pogorja, ki se nahaja na vzhodni strani dolinice v kateri leži vas Koroška Bela pri Jesenicah. Na njegovi razgledni točki, tik nad naseljem, stoji precej veliko znamenje - križ, pod katerim je prijetna klopca. Od tod se nam ponudi lep razgled na Koroško Belo, Javornik in Jesenice z Mežaklo proti zahodu.<br>Ker je bila pred leti na Malnežu najdena bronasta plavutasta sekira iz br. dobe, vrh spada tudi med arheološka najdišča, katera so značilnost območja pod Belščico in Stolom."
Malo Kladivo,466,Karavanke,2036,vrh,78,558,3,"Malo Kladivo se nahaja v grebenu Košute. Z vrha, ki nima vpisne skrinjice je lep razgled na sosednjo Veliko Kladivo in na drugo stran proti Velikemu vrhu. Lepo se vidi tudi Avstrija z Dravsko dolino. Proti jugu pa vidimo večino gora nad Jezerskim."
Maloško poldne / Mallestiger Mittagskogel,1494,Karavanke,1823,vrh,63,938,4,"Maloško poldne oz. po nemško Mallestiger Mittagskogel je 1823 m visok vrh, ki se nahaja na meji med Slovenijo in Avstrijo, točneje med Trupejevim poldnem in Kresiščem. Z vrha, ki je deloma porasel z gozdom, pa se nam odpre lep razgled na Dravsko dolino, Karavanke in del Julijskih Alp."
Markljev Rovt,1007,Karavanke,1250,planina,55,1149,1,"Markljev Rovt ali Markljeva planina se nahaja južno od Ptičjega vrha in zahodno od Sosednjega Pustega Rovta. S planine je lep pogled proti Julijskim Alpam, na ostale strani pa razgled ovira gozd."
Mirca,2472,Karavanke,1025,vrh,17,2089,2,"Mirca (narečno Merca) je eden od vrhov južnega Karavanškega pogorja z nadmorsko višino 1025 m. Vzpenja se severno nad središčem Jesenic, natančneje nad najstarejšim delom mesta imenovanim Murova, kateri leži ob vznožju njegovega južnega pobočja. O Mirci med starejšimi domačini krožijo razne pripovedi. Najbolj znana je ta, da je hrib poln vode, saj naj bi se pod njegovim površjem skrivala podzemna jama z večjim jezerom. Nekateri vedo povedati, da so ob velikih nalivih v izvirih z Mirce opazili ribe. Leta 1930 pa se je s strmega južnega pobočja utrgala ogromna skala, ter sprožila velik plaz, ki je na poti v dolino porušil tri domačije na Murovi. Žrtev k sreči ni bilo. 25 let pred tem dogodkom, leta 1905 je na južnem pobočju Mirce oživel kamnolom rdečega marmorja (trbiške breče), ki je služil za potrebe izgradnje železniškega predora skozi Karavanke. V ta namen je bila od Mirce do Hrušice zgrajena tudi ozkotirna železnica, po kateri je vozila električna lokomotiva. Vrh, ki pohodniku zaradi gozda ne ponudi razgleda, ni opremljen z vpisno knjigo. Nekaj zanimivih pogledov v dolino, Ljubljansko kotlino, na Mežaklo, ter proti Golici pa smo lahko deležni v bližini ene od poti, ki vodi na vrh hriba."
Močnikova planina,1263,Karavanke,1275,planina,39,1552,1,"Močnikova planina, na kateri stoji manjša lovska koča, se nahaja na severnih pobočjih 1506 m visokega Bukovca. S planine zaradi gozda, ki le to obdaja, ni razgleda."
Mojstrovica,368,Karavanke,1816,vrh,73,685,2,"Mojstrovica je razgleden travnat vrh, ki se nahaja v zahodnem delu Karavank, točneje med dolino Belce in dolino potoka Hladnik. S 1816 m visokega vrha, se nam tako odpre lep razgled, ki seže od Julijskih Alp prek Ziljskih in Karnijskih Alp do Visokih in Nizkih Tur do bližnjih Karavank."
Mornova zijalka,846,Karavanke,550,,56,1109,1,"Mornova zijalka se nahaja v soteski Hudega potoka v bližini Belih Vod. Mornova zijalka je naravna jama, ki ima velik vhod, s katerega se nadaljuje več kot 40m dolg rov, ter dodatni stranski rov, ki meri 15m. V jami so si našli bivališče prazgodovinski lovci, ki so že takrat uporabljali kamnito orodje. V jami so poleg človeških skelet našli še kovinske predmete, antične novce in leseno bivališče postavljeno na 383m kolih."
Murnovc,1911,Karavanke,1866,vrh,47,1328,1,"Murnovc je 1866 m visok vrh, ki se nahaja med Kresiščem in Trupejevim poldnem, točneje južno od Maloškega poldneva. S travnatega vrha, katerega obdaja pas ruševja, se nam odpre lep razgled na Martuljkovo skupino gora, greben Mojstrovk, Jalovec, Trupejevo poldne, Ziljsko dolino z Dobračem, Visoke in Nizke Ture ter Kresišču, Kepi in Mojstrovici."
Na Možeh,542,Karavanke,1784,vrh,66,852,1,"Na Možeh je greben severno od doma na Zelenici. Greben ima kar nekaj med seboj podobnih vrhov. Najvišji je visok 1784m in je lepo viden od doma na Zelenici. Od doma so videti kot trije stolpi. Srednji, ki se nahaja med dvema med seboj podobnima sedloma je najvišji kar je od doma tudi lepo razvidno. Razmeroma težko dostopen vrh ima lep razgled na osrednje Karavanke. Najlepše so vidni sosednji Palec, Vrtača in Begunjščica. Proti severu nam pogled uide proti Dravski dolini, proti vzhodu pa proti Košutici in Košuti."
Na pečeh pri Črnem Vrhu,2621,Karavanke,1318,vrh,11,2259,1,"Na pečeh je manj znan razgledni vrh z nadmorsko višino 1318 metrov, ki se vzpenja vzhodno nad vasjo Planina pod Golico. V letih preden je bila postavljena sedežnica Španov Vrh se je začetek nekdanjega smučišča nahajal tu, Na pečeh. Ta redko obiskani vrh, ki se nahaja v bližini nekdanjega smučarskega doma Črni Vrh ponuja čudovite razglede na Karavanke z Golico, katera se nam od tu ponudi kot na dlani, na Julijske Alpe, ter na vas Planina pod Golico."
Obel kamen (Olševa),2979,Karavanke,1911,vrh,7,2340,5,"Obel kamen je 1911 metrov visok vrh, ki se nahaja v grebenu Olševe. Na vrhu se nahaja mejni kamen z oznako RS XXII 1, križ in vpisna skrinjica pa se nahajata na zahodnem predvrhu in sicer na koti 1883, vpisna skrinjica Gorniškega kluba skala pa je še nekoliko nižje. Z vrha, ki meji na Avstrijo, se nam odpre lep razgled proti Peci, Raduhi, Kamniško Savinjskim Alpam, ob lepi vidljivosti pa razgled seže vse do Julijskih Alp in Visokih Tur."
Ostrica,2897,Karavanke,1182,vrh,8,2320,1,"Ostrica je neizrazit vrh Paškega Kozjaka, 10 deset kilometrov dolgega in precej ozkega strmega apnenčastega pogorja med soteskama Paka in Hudinja.
<br><br>Vrh se nahaja približno na polovici poti med cerkvijo sv. Jošta in Štrukljevim vrhom.
<br><br>Zaradi zaraščenosti vrh ne nudi razgleda."
Palec,363,Karavanke,2026,vrh,90,242,3,"Palec je 2026 m visok vrh, ki se nahaja severno od Begunjščice, točneje med Zelenjakom in grebenom Na Možeh. Z vrha, na katerem stoji križ, se nam odpre lep razgled po osrednjem delu Karavank, kjer lepo vidimo Begunjščico, Vrtačo, Zelenjak, Na Možeh ter nekoliko stran greben Košute."
Partizanska bolnica Krtina,1214,Karavanke,1100,,49,1280,1,Partizanska bolnica Krtina se nahaja pod Robniškimi pečmi (1323m) v dolini gozdnate Komatevre.
Partizanska bolnica na Formili/Boču,2367,Karavanke,630,,52,1201,3,"Konec leta 1944, jeseni je bila na Formili/Boču ustanovljena partizanska bolnica pod partizanskim imenom oziroma šifro 0V-3B. Ob manjših lokalnih partizanskih enotah so na tem področju delovale tudi enote Kozjanskega odreda in XIV. divizije. Boč je bil glavna povezava med Kozjanskim in Pohorjem. V bolnici se je zdravilo nekaj deset borcev. Bila je v varnem zavetju kraške ponikalnice. V baraki so bili pogradi v dveh vrstah in streha je bila varovalno prekrita z zemljo, mahom, vejevjem, listjem...Kljub pogostim nemškim hajkam v neposredni bližini je uspešno delovala vse do izdaje marca 1945. Ranjenci so bili še pravočasno prestavljeni na rezervno lokacijo nad Makolami. Jama s kraško ponikalnico je še zmeraj viden spomin, nad njo v steni vzidana spominska plošča, medtem ko je baraka, ki je bila obnovljena leta 1993 v slabem stanju zaradi vandalizma. Še danes, čeprav je neposredno ob gozdni cesti je dobro skrita. Nahaja se nekje v razdalji dvesto metrov levo, nekoliko pod gozdno cesto v smeri z jase Formile za Makole oziroma Plešivec..."
Peč (Tromeja),302,Karavanke,1508,vrh,95,129,11,"Peč (tudi Tromeja) po italijansko Monte Forno ter po nemško Dreiländereck oz. Ofen je 1508 m visok vrh, ki se nahaja na tromeji med Slovenijo, Italijo in Avstrijo. Z vrha, na katerem je večje število spominskih obeležij v treh jezikih, se nam odpre lep razgled na Julijske Alpe, Ziljske Alpe, Krške Alpe, Visoke in Nizke Ture ter del zahodnih Karavank. Slovenska vpisna skrinjica in žig, se nahaja ob manjši hiški bližnjih oddajnikov. Na italijanski strani vrha stoji nekoliko večje leseno zavetišče, iz avstrijske strani pa skoraj do vrha pripelje vlečnica bližnjega smučišča Podklošter / Arnoldstein."
Pečovnik,526,Karavanke,1640,vrh,41,1495,2,"Pečovnik je 1640 metrov visok vrh, ki se nahaja v grebenu gora med Košuto in Virnikovim Grintovcem. Z deloma poraščenega vrha se nam odpre lep razgled na gore nad dolino reke Tržiške Bistrice"
Pečovnik (kota 1668),283,Karavanke,1668,vrh,51,1228,2,"Pečovnik (kota 1668) je 1668 metrov visoka gora, ki se nahaja med Plešivcem (1801 m) in Virnikovim Grintovcem (1654 m). S travnatega vrha, ki se nahaja na meji med Slovenijo in Avstrijo, se nam odpre lep pogled proti Storžiču, Triglavu, Košuti in Plešivcu, v smeri proti Avstriji pa razgled delno zakriva pas gozda."
Petelinjek (nad Korenskim sedlom),2733,Karavanke,1552,vrh,15,2136,2,"Petelinjek je manjši greben, ki se nahaja zahodno do jugozahodno od Korenskega sedla. Greben se večinoma nahaja na slovenski strani, le najvišji vrh meji na sosednjo Avstrijo. Sam vrh deloma prerašča gozd, se nam pa od mesta, do kamor pripelje vlečnica iz avstrijske strani, odpre lep pogled na del zahodnih Julijskih Alp, Karnijske Alpe, Ziljske Alpe, Krške Alpe, ob lepi vidljivosti pa razgled seže vse do Visokih Tur. Na vrhu se nahaja mejni kamen s št. XXVII 263."
Pikov vrh,2920,Karavanke,1149,vrh,8,2327,3,"Pikov vrh je 1149 metrov visok vrh, ki se nahaja nad Podpeco, točneje nad domačijo Pik, v bližini Koče na Pikovem. Na vrhu se nahaja vpisna skrinjica z vpisno knjigo ter razgledni stolp, s katerega se odpre lep razgled po Koroški, ob lepi vidljivosti pa razgled seže vse do Kamniško Savinjskih Alp."
Plakopec (Brezejec),2892,Karavanke,1005,vrh,6,2383,1,"Plakopec ali tudi Brezejec je vrh in naravna znamenitost pri Visokem (991 m) na Paškem Kozjaku. Loči ju le travnato sedlo. Vrh je iz kompaktnih apnenčevih skladov. Ta grebenasta tvorba je dolga 70-100 m, visoka pa do 20 m. Na severni strani je manjša, 3-4 m dolga votlina."
Planica,554,Karavanke,1508,vrh,66,863,3,"Planica je manj znan, a razgleden vrh, ki se nahaja južno od glavnega grebena Karavank, točneje med Kepo in Dovjem. Z vrha, na katerem je od leta 2008 postavljena tudi manjša vpisna skrinjica, se nam odpre lep razgled proti Rjavini, Triglavu, Stenarju, Kukovi špici, Špiku, Mangartu, Kepi, Dovški Babi, Jerebikovcu in ostalim okoliškim vrhovom."
